ex-idx,doc-url,doc-url-hash,model-name,output,INT,INT & AIS,Flagged,Q1,Q2,# agree (INT),# agree (AIS)
-8654475052819639080,NA,NA,T5-small,Albert Pujols was a Silver Slugger Award winner at third base.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
592678598340603951,NA,NA,T5-small,"A magnitude 7.3 earthquake struck southwest of Sakhalin Island, Russia on September 5 at a depth of 18.1 km.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-1687939542709420657,NA,NA,T5-small,"The Cardinals won the ECAC Southeast Bowl in 2008, defeating Johns Hopkins by 20-19 and 18-17.",1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
7923124439066679264,NA,NA,T5-small,"As of the census of 2000, there were 855 people residing in Keenesburg.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7208187562804430381,NA,NA,T5-small,"George Washington University is the largest institution in Washington, D.C., founded in 1821.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-4897562668998751398,NA,NA,T5-small,"In the 2011–12 season, Giampiero Pinzi appeared for Udinese in Serie A.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
-148435073649988254,NA,NA,T5-small,"In 2010, Key Wane produced the album Memories and the album ""Sometimes Famous Vol. 3: BIG"" by Big Sean.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
-8396970288167672780,NA,NA,T5-small,"The All the Hits Tour (Lionel Richie and Mariah Carey) was held on March 15, 2017 at the Royal Farms Arena in Baltimore.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
9158259535362791822,NA,NA,T5-small,The ZX-6R has a compression ratio of 11.8:1 and a compression ratio of 12.8:1.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
821367272148203397,NA,NA,T5-small,"On 6 October 2014, Matty Hughes joined Fleetwood Town on loan.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6103529720601691710,NA,NA,T5-small,George Ritchie of Liberal was the Member of the South Australian House of Assembly for Alexandra from 1902 to 1922.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3725489109477881763,NA,NA,T5-small,Nenê played for Mallorca in the 2003–04 La Liga season.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
3133264721861028274,NA,NA,T5-small,Soorat Aur Seerat is a 1962 Hindi film directed by Rajnish Bahl.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2758188990557094816,NA,NA,T5-small,"In 2016, Tamashiro played Maribel in Tres veces Ana.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6938886750688148951,NA,NA,T5-small,The United Soccer Conference (USC) is a women's soccer-only conference founded in 2005.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1027594052141398321,NA,NA,T5-small,"Bobby Bright was the Mayor of Montgomery, Alabama.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
877874046029933941,NA,NA,T5-small,The Alanya International Culture and Art Festival is a festival in Turkey.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-8273573326001295976,NA,NA,T5-small,"As of the 2010 Census, Beachwood's population was 11,045, reflecting an increase of 168 (+6.5%) from the 10,375 counted in the 2000 Census, which had in turn increased by 168 (+11.3%) from the 9,324 counted in the 1990 Census.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1561951891730392204,NA,NA,T5-small,Weaver was Speaker of the Oklahoma House of Representatives in Wilburton.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-2329347685687690837,NA,NA,T5-small,"In 2013, Choenyi Tsering played Princess Aliya in Love Yunge from the Desert.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-2479500429625080491,NA,NA,T5-small,"Philippe Saint-André was the head coach for England in the Six Nations match, which ended in a 26–24 win.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7090165753086863234,NA,NA,T5-small,Guardians of the Galaxy Vol. 2 is a Marvel Cinematic Universe film.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-6940826203515161485,NA,NA,T5-small,Aishwarya Rai made her debut in Tamil cinema with Mani Ratnam's Iruvar and in Hindi with Aur Pyaar Ho Gaya in 1997.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3508985463449356894,NA,NA,T5-small,"In 2014, Julia Krynke played as Kasia in the film Line of Duty.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2633296557328783355,NA,NA,T5-small,"In 2018, Domhnall Gleeson played as Henry Beard in A Futile and Stupid Gesture.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-432696665421189915,NA,NA,T5-small,Jane Curtin played Dr. Mary Albright in the film 3rd Rock from the Sun (1996).,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3818688374765972361,NA,NA,T5-small,"In 2003, Tamada moved to MotoGP with Pramac Honda.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
761721388534215191,NA,NA,T5-small,"Ricky Martin's single ""She Bangs"" was released in 2000 and was the first single to chart in the US.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
-4143767377467764585,NA,NA,T5-small,"Johnny Vandal won the FOW Light Heavyweight Championship on December 1, 2001 in Davie, Florida.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-2058628571373857776,NA,NA,T5-small,Jorge Cabral was the Governor of Portuguese India after Garcia de Sá.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3935811591946353118,NA,NA,T5-small,Ulavuthurai is a 1998 Tamil film directed by Ramesh Selvan.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
8197572280043979901,NA,NA,T5-small,"As of the census of 2000, there were 286 people residing in Ketchum.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2436164730587091664,NA,NA,T5-small,"Unishe April is a Bengali film, which won the National Film Award for Best Feature Film.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-643051351444635580,NA,NA,T5-small,"Magny faced Sérgio Moraes on August 3, 2013 at UFC 163.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-7643190627166488182,NA,NA,T5-small,"In 2009, Wilmot played Michael Valmont-Selkirk in The Foundation.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-435310700363279332,NA,NA,T5-small,"Laird served at Virginia Tech from 1940 to 1943, compiling a career record of 343–275–4.",0,0,0,"No, the sentence is unclear.",-,3,-1
8121153305898961949,NA,NA,T5-small,"Rolando Vera won the bronze medal in the 10,000 m at the 1992 Ibero-American Championships.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
5122849767482691065,NA,NA,T5-small,"In 1892, Abel was the first player to carry the bat in international cricket at the Sydney Cricket Ground, Sydney, Australia, where he scored 132 not out.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
8396209416166109649,NA,NA,T5-small,Desmond Haynes scored 152 not out against India in Georgetown in 1989.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7092959126755383060,NA,NA,T5-small,"In 2005, Kelly Reilly played Wendy in Russian Dolls.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-7952023897629242213,NA,NA,T5-small,Miller averaged 36.97.,0,0,0,"No, the sentence is unclear.",-,5,-1
3868902825480446982,NA,NA,T5-small,The first Koradi Thermal Power Station was opened in 1974 with 115 MW.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3871284400789736694,NA,NA,T5-small,"In the 2014 Singapore Charity Shield, Tampines Rovers won against Home United by 1–0 with a goal from Mrdakovi ⁇ .",0,0,1,NA ( Flagged),NA ( Flagged),-1,-1
-301403930743825707,NA,NA,T5-small,"In 1948, Gib Holgate coached Hillsdale to a 6–2–1 record.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
-7827887186394146998,NA,NA,T5-small,Allen averaged 36.6 minutes per game.,0,0,0,"No, the sentence is unclear.",-,4,-1
-5062046104879155733,NA,NA,T5-small,"In 2019, Klassical Dream was trained by Willie Mullins.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
3819312361867513115,NA,NA,T5-small,Bonifacio Ondó Edu was the Prime Minister of Equatorial Guinea.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
630275312898623356,NA,NA,T5-small,The Doctor's Tale is the second Big Finish audio drama of the series Doctor Who.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
4695235585887174892,NA,NA,T5-small,Harry Chan was the Mayor of Darwin from 1966 to 1969.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-5941916882269853643,NA,NA,T5-small,"Paris Nanterre University (Université Paris Nanterre) is a French public university located in Paris, and is located in Versailles.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-7199361257253948019,NA,NA,T5-small,Gary Waldon won the 1997 Eagle Boys 3 Hour Bathurst Showroom Showdown with Ferrari F355 Challenge.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6026182241793341893,NA,NA,T5-small,"George Rogers was the Mayor of New Bedford, Massachusetts.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6322619174574803808,NA,NA,T5-small,Alina Zagitova won the junior-level title with a total score of 194.37 points at the 2016 JGP France.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
-4920045575328656267,NA,NA,T5-small,Anthony Daniels played C-3PO in the 1977 film Star Wars.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-2339203605940088721,NA,NA,T5-small,The Red Snowball Tree was the Soviet film of the year with 62.5 million tickets sold in 1974.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-8819879684463526407,NA,NA,T5-small,Williams had 153 career tackles.,0,0,0,"No, the sentence is unclear.",-,5,-1
-7670154087997410126,NA,NA,T5-small,"The 2002 AFL Grand Final was attended by 91,817 spectators, with the Lions winning 1.4 (10) to 9.12 (58) and 8.14 (62) to 10.15 (75).",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
-1152679578064399003,NA,NA,T5-small,"In 1952, Jack Clayton led the Hilltoppers to a 34–19 victory over Arkansas State in the Refrigerator Bowl.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-4894577435649117304,NA,NA,T5-small,Mick Mills was captain of England from 1972 to 1982.,0,0,0,"No, the sentence is unclear.",-,5,-1
-2692236006800138105,NA,NA,T5-small,"In 2006, Mann directed Grey's Anatomy, a episode of The Wire, ""The Name of the Game"" and ""Don't Stand So Close to Me"".",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
1690465579009362320,NA,NA,T5-small,"In fiscal 2013, the Nogata Station was used by an average of 22,941 passengers daily.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-2693145028697833408,NA,NA,T5-small,Dhanbad is the 42nd largest urban agglomeration in India.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
4956615472578490948,NA,NA,T5-small,BMW H2R has a speed of 187.62 mph (301.95 km/h).,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-1798524773974827669,NA,NA,T5-small,The 2011–12 NCAA Division I men's ice hockey season was the 65th season in which an NCAA ice hockey championship was held.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
3247932473374445289,NA,NA,T5-small,Carter Ratcliff was awarded a Guggenheim Fellowship in Fine Arts Research in 1976.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-6272744540409123027,NA,NA,T5-small,"In 2015, Dan Raudabaugh of the Philadelphia Soul won the Arena Football League Offensive Player of the Year Award.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1015106364205924121,NA,NA,T5-small,Edward Schell was the 30th president of the Saint Nicholas Society of the City of New York in 1889.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
9111559476922429785,NA,NA,T5-small,"In the 2018 UEFA Women's Champions League Final, Lyon defeated Hegerberg by 1–4.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
-5740910986718294248,NA,NA,T5-small,Telangana is the largest state in India by area.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
-2708283837010931912,NA,NA,T5-small,Kaalam Maari Pochu is a 1996 Tamil film directed by V. Sekhar.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
71378826871750581,NA,NA,T5-small,"The Social Democratic Liberal Party won 15 out of 50 seats, 39.85% of the vote, and 21 out of 51 seats.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,3
6262514947185742802,NA,NA,T5-small,Danielle peaked with winds of 105 mph (165 km/h).,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7856598727231011571,NA,NA,T5-small,"FijiFirst won 227,241 votes (50.02%) to 27 seats.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-3423737397921552578,NA,NA,T5-small,"Bhagam Bhag is a 1956 Hindi film directed by Bhagwan, starring Kishore Kumar, Smriti Biswas, Kumkum, Shashikala, Badri Prasad, Tiwari, Kanchanmala, Parshuram and Sishikala.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
3470814538306542261,NA,NA,T5-small,"The population of Rehobeth was 1,297 at the 2010 census, up from 993 at the 2000 census.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-1863294220068909244,NA,NA,T5-small,Tendangan Dari Langit was nominated for Best Film at the 2011 Indonesian Film Festival and Favorite Film at the 2012 Indonesian Movie Awards.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-7331501434638975848,NA,NA,T5-small,"A total of 1,530 people were killed in an earthquake in 1950.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
-3064527172234460972,NA,NA,T5-small,"The Clannad Film Soundtrack was released on November 21, 2007 by Frontier Works.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6898878483613634548,NA,NA,T5-small,"In the 2012 Vancouver Whitecaps FC season, Wondolowski scored a goal for San Jose, while Davidson scored a goal for the team in the 45+2 and Le Toux scored a goal for the team.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
7000043291324221236,NA,NA,T5-small,"André Maman was a senator of French citizen living abroad from 1992 to 2001, serving for the Union Centriste.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2097686140851236134,NA,NA,T5-small,"Lauren Haeger had a .317 batting average, 67 RBIs, and six shutouts.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,2
900903098213568858,NA,NA,T5-small,The Mahatma Gandhi New Series was introduced in July 2018 with  ⁇ 100 Rani Ki Vav.,0,0,1,NA ( Flagged),NA ( Flagged),-1,-1
649331391810647697,NA,NA,T5-small,Abhishek Sharma was bought by Delhi Daredevils for 55 lakhs.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
8015732734171395184,NA,NA,T5-small,"Merry-Go-Round was released on December 25, 2013 in CD, DVD, Digital download, Avex Taiwan, and Music cards by Avex Entertainment Inc.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,3
2069702911468915489,NA,NA,T5-small,The 767-200 has 128 deliveries.,0,0,0,"No, the sentence is unclear.",-,5,-1
-985382597067210387,NA,NA,T5-small,Mons Lid was County Governor of Hordaland from 1949 to 1966.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-8932788707718970905,NA,NA,T5-small,"In 2017, Anna Nalick released her debut album At Now.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,3
9216730861534671810,NA,NA,T5-small,"Horiguchi lost to Tenshin Nasukawa via unanimous decision on September 30, 2018 at Rizin 13.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
-370053016389103056,NA,NA,T5-small,Pakistan's 13th Test match was played on 23 April 2017.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
5418514823658067995,NA,NA,T5-small,"The Front Shoulder Room was 63.1 in (1,603 mm) and the Rear Shoulder Room was 63.0 in (1,600 mm).",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
-5615810938134763171,NA,NA,T5-small,The second best-selling album of the 1990s in the UK was Stars by Simply Red in 1991.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-5956889362122317316,NA,NA,T5-small,"Wes Ellis won the U.S. Open in 1956, 1966, 1960, 1961 and 1961 PGA Championship.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
-9004487920365957388,NA,NA,T5-small,"As of the census of 2000, there were 80,098 people residing in Lawrence.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
5217918806198492162,NA,NA,T5-small,Travis Benjamin had 18 receptions for 293 yards.,0,0,0,"No, the sentence is unclear.",-,5,-1
-8863974238473188178,NA,NA,T5-small,"In 2010, Butterfield played Norman Green in Nanny McPhee and the Big Bang.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
405741155245674792,NA,NA,T5-small,Prpic finished the 2006–07 season with 175 penalty minutes.,0,0,0,"No, the sentence is unclear.",-,3,-1
-378469987593979890,NA,NA,T5-small,"W ⁇ adys ⁇ aw Komar won the Olympic gold medal in 1964 and 1972 in Munich, with a throw of 21.18 m.",0,0,1,NA ( Flagged),NA ( Flagged),-1,-1
-7677940486188694028,NA,NA,T5-small,The 1906 San Francisco earthquake was the deadliest earthquake in the United States.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
-5148127995932635386,NA,NA,T5-small,"John Carrell won the World Championships in 1965, 1966, and 1967.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
1200669397766383376,NA,NA,T5-small,"In 644, 'Uthman ibn 'Affan ( ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇   ⁇  'Ali ibn ib",0,0,1,NA ( Flagged),NA ( Flagged),-1,-1
