ex-idx ,doc-url,doc-url-hash,model-name,output,INT,INT & AIS,Flagged,Q1,Q2,# agree (INT),# agree (AIS)
79:5,NA,NA,wow-controlled_t5,"classical music is art music produced or rooted in the traditions of western culture, including both religious and secular music",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
827:4,NA,NA,wow-t5,latin period music is a genre of music that is usually played in the bathroom.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
860:6,NA,NA,wow-reference,sushi on white or bown rice was a japanese thing,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
902:5,NA,NA,wow-reference,well a woman is considered a widow but a widower is a man whose spouse has died. i thought that was kinda intersting.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
656:4,NA,NA,wow-reference,"yes, it's great. it was founded in 2001 in florida.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
358:4,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know he's called dumb and dumber.",1,0,0,"Yes, I understand it.","No, not fully attributable.",2,2
190:7,NA,NA,wow-dodeca,basically all infants become attached if provided any caregiver,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
670:5,NA,NA,wow-dodeca,"well hinduism contains a broad range of __unk__ hies, it is linked by shared concepts, recognisable rituals, cosmology, shared textual resources, and pilgrimage to sacred sites.",0,0,1,,,-1,-1
626:1,NA,NA,wow-controlled_t5,a domestic dog is a member of the genus canis familiaris,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
147:4,NA,NA,wow-dinan_et_al,i like to read a lot of books. i like to read a lot of books as well. it is a means of language acquisition and communication.,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,3
459:9,NA,NA,wow-dodeca,"i'm not sure, but amc went on to compete with the us big three, ford, gm and chrysler – with its small cars including the rambler american, hornet, gremlin and pacer; muscle cars including the marlin, amx and javelin, and early 4-wheel-drive variants of the eagle, america's first true crossover.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
108:2,NA,NA,wow-dodeca,"i have not heard of modest mussorgsky, but i have heard of boris godunov",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
279:1,NA,NA,wow-t5,"i have not, but i have heard that they are very popular in british culture.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
39:3,NA,NA,wow-t5,"well a business model is the rationale of how an organization creates, delivers, and captures value, in economic, social, cultural or other contexts.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
440:1,NA,NA,wow-dinan_et_al,coco chanel is a french fashion designer,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
605:5,NA,NA,wow-dodeca,the genus was first described in 1768 by austrian naturalist josephus nicolaus laurenti.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
794:4,NA,NA,wow-dodeca,i really like harry halladay iii. he was a professional baseball player who pitched for the toronto blue jays.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
278:1,NA,NA,wow-dodeca,"a family farm operates as collectives, trusts, non-family corporations or in other institutionalised forms.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
709:2,NA,NA,wow-dodeca,"homemade! there are many independent or chain restaurants, cafes, and fast food outlets that offer pizza!",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
877:8,NA,NA,wow-controlled_t5,it is a center for the oil and cotton industries and its position along numerous railroad lines,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
911:7,NA,NA,wow-t5,"they are norse seafarers, mainly speaking the old norse language, who raided and traded from their northern european homelands across wide areas of northern, central, eastern and western europe, during the late 8th to late 11th centuries",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
408:4,NA,NA,wow-dodeca,most pecan pie recipes include salt and vanilla as flavorings,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
705:5,NA,NA,wow-dodeca,"i use shallots, garlic, leek, chive, and chinese onion",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
299:5,NA,NA,wow-t5,"it is the operating system that powers many of the company's mobile devices, including the iphone, ipad, and ipod touch.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
907:1,NA,NA,wow-dodeca,"reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
351:2,NA,NA,wow-controlled_t5,"yes, there is an extensive vocabulary used to describe equine-related concepts.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
534:2,NA,NA,wow-reference,"the curriculum is mostly the same, just learning traffic code laws, how to operate a vehicle, vehicle maintenance, etc.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
534:2,NA,NA,wow-controlled_t5,topics of instruction include traffic code or laws and vehicle operation.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
311:1,NA,NA,wow-controlled_t5,it holds top-ten positions in various national and international rankings.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",2,2
329:4,NA,NA,wow-reference,28 to a class. elementary school is one part of the compulsory education system in western countries,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
688:3,NA,NA,wow-t5,it was first aired on tlc in the us and canada,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
11:9,NA,NA,wow-t5,"i'm not sure, but the five boroughs of new york are brooklyn, queens, manhattan, the bronx, and staten island!",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
542:4,NA,NA,wow-t5,yes whisky or whiskey is a type of distilled alcoholic beverage made from fermented grain mash.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
271:4,NA,NA,wow-controlled_t5,belly dance is also referred to as arabic dance,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
543:1,NA,NA,wow-dinan_et_al,i love to travel. i like to travel short stays between successive movements.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
758:3,NA,NA,wow-dodeca,"the first generation was released on june 23, 2015.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
656:4,NA,NA,wow-dodeca,i love the simply orange juice company. it was founded in 2001 by coca cola.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
395:1,NA,NA,wow-controlled_t5,"yes, linebackers are members of the defensive team, and line up approximately three to five yards behind the line of scrimmage",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
962:2,NA,NA,wow-dinan_et_al,"i'm not sure, but i know it's located in atlanta.",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
126:1,NA,NA,wow-t5,"well, it's a sports car manufactured by chevrolet.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
166:1,NA,NA,wow-reference,oh yes the port of portland largest seaport in new england you will enjoy touring it,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
914:7,NA,NA,wow-dodeca,"the largest museums are located in major cities throughout the world, while thousands of local museums exist in smaller cities, towns and rural areas.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
670:3,NA,NA,wow-t5,"yes there are, hindu refers to any person who regards themselves as culturally, ethnically, or religiously adhering to aspects of hinduism.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
295:4,NA,NA,wow-controlled_t5,"yes, the majority of mesoamerican people made chocolate beverages, including the maya and aztecs, who made it into a beverage known as ""xocoltl""",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
578:4,NA,NA,wow-controlled_t5,the first modern comic book was called famous funnies in 1933.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
940:4,NA,NA,wow-dodeca,the mustang has undergone several transformations to its current sixth generation.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
419:5,NA,NA,wow-controlled_t5,"they use x-rays, ultrasound, computed tomography, nuclear medicine, and positron emission tomography.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,3
821:7,NA,NA,wow-t5,he was an american indie folk band.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
440:1,NA,NA,wow-dodeca,she was a french fashion designer and businesswoman.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
477:1,NA,NA,wow-dinan_et_al,i've heard that lesbian is a homosexual homosexual woman.,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
482:4,NA,NA,wow-dinan_et_al,it was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6:1,NA,NA,wow-dodeca,"in 1873, german immigrants adolph coors and jacob schueler from prussia emigrated to the united states and established a brewery in golden, colorado, after buying a recipe for a pilsner-style beer",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
935:1,NA,NA,wow-t5,i have a leavitt bulldog! i have a pit bull and an old english bulldog.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
719:2,NA,NA,wow-t5,"it is bordered by minnesota to the west, iowa to the southwest, illinois to the south, lake michigan to the east, michigan to the northeast, and lake superior to the north.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",2,2
543:1,NA,NA,wow-reference,i love it. these days i'm pretty busy so i mostly go on relatively short trips.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
369:9,NA,NA,wow-reference,"bronycon? i don't know when the next one is, but the 2016 bronycon had 7,609 attendees!",1,0,0,"Yes, I understand it.","No, not fully attributable.",2,2
507:3,NA,NA,wow-dodeca,an acoustic guitar is a guitar that produces sound acoustically,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
434:9,NA,NA,wow-reference,"not really, i listen to mostly other stuff nowadays like red hot chili peppers, who are an american funk roc",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
644:2,NA,NA,wow-dinan_et_al,they started as a hamburger stand.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",2,2
95:4,NA,NA,wow-reference,"well, fur is the ""hair"" of animals and it covers non-human mammals, particularly those with extensive body hair that is thick.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
743:1,NA,NA,wow-reference,yes i quite like modest mouse myself. i like their song float on.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
463:1,NA,NA,wow-reference,"its the process of promoting and supporting the physical, emotional, social, and intellectual development of your kid, its really important for kids",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,3
660:5,NA,NA,wow-dodeca,many individual states do regulate shelters within their jurisdiction.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
939:1,NA,NA,wow-t5,"no, i don't know much about anxiety. it is a worry about future events and fear is a reaction to current events.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
722:6,NA,NA,wow-reference,she came with her sister. i don't think people are coming to destroy the country. research exists that shows it as beneficial to both countries.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
628:6,NA,NA,wow-t5,"i'm not sure how much i've done. it's more than physical exercise, but it has a meditative and spiritual core.",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
301:6,NA,NA,wow-dinan_et_al,"i'm not sure, but i do know that they have to detect fraudulent transactions to detect losses.",1,0,0,"Yes, I understand it.","No, not fully attributable.",4,4
376:1,NA,NA,wow-reference,i'm sorry to hear that. i don't think it's good for the children according to studies they have psychological issues.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
157:4,NA,NA,wow-reference,sure. skateboarding will be represented in the 2020 olympic games!,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
777:7,NA,NA,wow-reference,i would recommend you go with a friend or youth organizations. it can be dangerous to go alone.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
474:4,NA,NA,wow-t5,the jumping and throwing events are won by the athlete who achieves the greatest distance or height.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
934:4,NA,NA,wow-dinan_et_al,it's one of the most common green vegetables in the middle ages.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
297:7,NA,NA,wow-reference,mine are behaved and both have the square shaped head and bulky body,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
712:4,NA,NA,wow-controlled_t5,"well, today there are more than 115,000 english-language podcasts available on the internet.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
686:5,NA,NA,wow-t5,i think it was a ford mustang. it has undergone several transformations to its current sixth generation.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
587:1,NA,NA,wow-controlled_t5,"yes, there are a few ""combined events"" or ""multi events"", such as the pentathlon consisting of five events, heptathlon consisting of seven events, and decathlon consisting of ten events.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
309:6,NA,NA,wow-dodeca,the starry night is an oil on canvas by the dutch post-impressionist painter vincent van gogh.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
42:1,NA,NA,wow-dodeca,"i love to draw too! i use graphite pencils, pen and ink, inked brushes, wax colored pencils, crayons, charcoal, chalk, pastels, various kinds of erasers, markers, styluses, various metals",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
821:5,NA,NA,wow-dodeca,bon iver is an american indie folk band.,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
250:5,NA,NA,wow-dodeca,"western ballet and modern dance, classical indian dance and chinese and japanese song and dance dramas.",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
838:5,NA,NA,wow-dinan_et_al,i'm not sure but the royal ballet is based in london.,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
268:5,NA,NA,wow-dinan_et_al,"it's funny that she's referred to as the english word ""the english"" upholder .",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
