ex-idx,doc-url,doc-url-hash,model-name,output,INT,INT & AIS,Flagged,Q1,Q2,# agree (INT),# agree (AIS)
1365,http://web.archive.org/web/20150407231721id_/http://www.dailymail.co.uk/sport/football/article-3028042/Yaya-Toure-accused-Jamie-Carragher-ducking-way-Jason-Puncheon-s-free-kick-killed-Manchester-City-s-hopes-against-Crystal-Palace-Selhurst-Park.html,64bfe63da4e82b5fdde8631d06796933991880ad,reference,crystal palace beat manchester city 2-1 at selhurst park on monday night . <br> jason puncheon 's free-kick doubled palace 's lead in the second half . <br> yaya toure was accused of ducking out of the way of the winning goal . <br> sportsmail 's jamie carragher : ` the rest of them are desperate to be hit with the ball in the face and it 's poor from yaya toure ' . <br> gary neville : city have a mentality problem ... they can not sustain success . <br>,1,0,0,"Yes, I understand it.","No, not fully attributable.",5,5
331,http://web.archive.org/web/20150421221522id_/http://edition.cnn.com/2015/04/08/asia/north-korea-mexico-ship-seized/,49d4f5fecdcb7c0aac62c67cfcf1dc6c0524a06d,bigbird,North Korea accuses Mexico of illegally holding the ship and its crew .  <br> Mexico says the company that owns the ship has skirted U.N. sanctions .,0,0,0,"No, the summary is unclear.",-,3,-1
695,http://web.archive.org/web/20150522182331id_/http://www.cnn.com/2015/04/24/us/yellowstone-supervolcano-magma-reservoir-discovery/,12fcdb4d2c432aa474f32d1e98ba4975663ee5cc,matchsum,"yellowstone 's magma reserves are many magnitudes greater than previously thought , say scientists from the university of utah . <br> underneath the national park 's attractions and walking paths is enough hot rock to fill the grand canyon nearly 14 times over . <br> an eruption in the next few thousand years is extremely unlikely , the usgs says . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
10964,http://web.archive.org/web/20150731165030id_/http://www.dailymail.co.uk/news/article-3055411/FBI-agent-s-sniper-rifle-stolen-Utah-days-Obama-s-visit.html,051db270afc32571a08c15124330efe89d80fea8,reference,"rifle was stolen overnight while agent 's car was parked at a salt lake city hotel across the street from the state 's fbi office . <br> gun was ` secured properly ' in a case and truck safe with padlocks and chains . <br> police believe thief tied a rope around the case and used another car to break the handle off by ripping the case through the car 's window . <br> agent 's stolen backpack and gear bags were recovered at a nearby hotel , but the gun has not been found . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,4
5820,http://web.archive.org/web/20150722205409id_/http://www.dailymail.co.uk/sciencetech/article-3023428/Pocket-sized-chatroom-lets-message-friends-don-t-signal-Greenstone-creates-peer-peer-networks.html,763cddeeee5df0493de39075c6986d376bb994c0,bigbird,"Apple’s FireChat app lets users chat without the need for a mobile signal .  <br> Developers at Open Garden have built an egg-shaped device called Greenstone .  <br> It acts as a beacon to help messages move around so-called wireless mesh networks more easily .  <br> Greenstone relaying messages from one node to another until .  <br> it reaches final recipient .  <br> Messages sit on Greenstone until another FireChat comes within range, and the device has a one-year battery life .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7394,http://web.archive.org/web/20150724003345id_/http://www.dailymail.co.uk/femail/article-3042101/The-fans-arrived-Royal-enthusiasts-set-camp-Lindo-Wing-Duchess-Cambridge-s-date-approaches.html,816287518e9ec3d4f7f8c8765757c2b00bd5b563,bigbird,"Royal superfans have begun arriving at the Lindo Wing ahead of the birth .  <br> Among them are Margaret Tyler, 71 and John Loughery, 60 .  <br> Mrs Tyler has been collecting royal memorabilia for more than 40 years .  <br> Mr Loughery attended every day of the Diana inquest in 2008 .  <br> The Duchess of Cambridge is due to give birth on the 25th April .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
6447,http://web.archive.org/web/20150723162200id_/http://www.dailymail.co.uk/news/article-3044104/5-year-old-namesake-grandson-Jerry-Tarkanian-stroke.html,b1f32a5b4dad7cdac9b133cd4b82d0b1c166dc0d,reference,"jerry tarkanian , five , was taken to the hospital at 4am on friday after complaining about pain in his legs . <br> he was given a ct scan , could n't move the left side of his body and was having trouble answering questions , mom amy tarkanian said . <br> parents danny and amy tarkanian say he 's showing signs of improvement . <br> elder jerry tarkanian , a hall of fame coach , died in february , aged 84 . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1600,http://web.archive.org/web/20150410063044id_/http://www.dailymail.co.uk/news/article-3026369/Italy-rescues-1-500-migrants-sea-24-hours.html,e65cd146d020504c23b76ebf2fbbb1ddb6f401e4,reference,"some 1,500 migrants were rescued by coast guards in 24 hours . <br> the migrants were picked up from five boats in the mediterranean . <br> arrivals are up 43 per cent this year versus same period in 2014 . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
4669,http://web.archive.org/web/20150611111757id_/http://www.dailymail.co.uk/sciencetech/article-3061711/Humans-DIDN-T-bully-Neanderthals-extinction-42-000-year-old-tools-reveal-early-cousins-smarter-thought.html,3d06967875a868869cdff9e41f65e73495fcd6b6,matchsum,"one theory is that early modern humans ` bullied ' their neanderthal cousins to the point of extinction because they had better tools to survive . <br> the researchers studied stone tools that were used by people in the early ahmarian culture and the protoaurignacian culture , living in south and west europe and west asia around 40,000 years ago . <br> they found the human tools ( pictured ) were no more effective than neanderthal-created tools of the same era <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
810,http://web.archive.org/web/20150620072741id_/http://www.cnn.com/2015/04/23/living/transgender-moment-jenner-feat/,95175a26fb68f3a151d452f845ee0f41570e9984,matchsum,"( cnn ) it 's only june , but 2015 may be remembered as the year the term "" transgender "" fully entered mainstream consciousness . <br> in january , president obama condemned the persecution of "" people who are lesbian , gay , bisexual or transgender , "" becoming the first president to utter the word in a state of the union address . <br> it 's more obvious than ever that transgender people , long relegated to society 's shadows , are finally stepping into the light . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
4477,http://web.archive.org/web/20150526221201id_/http://www.dailymail.co.uk/sport/football/article-3054108/Arsenal-pursue-Petr-Cech-summer-says-club-legend-Ray-Parlour.html,61251ca8edea64a8ab6113160c4c72898b19a4c7,reference,arsenal face chelsea on sunday in the premier league . <br> gunners legend ray parlour insists the club are just three signings away from winning the title . <br> arsenal go into this weekend 's game 10 points behind leaders chelsea . <br> parlour says a summer move for petr cech would be a ` no brainer ' . <br> the former midfielder doubts whether chelsea would sell to a title rival . <br>,1,0,0,"Yes, I understand it.","No, not fully attributable.",4,2
7021,http://web.archive.org/web/20150723212909id_/http://www.dailymail.co.uk/news/article-3044605/Missing-cat-turns-128-MILES-home-going-missing-five-weeks-hitching-ride-caravan.html,e9a49c1fc51f79f786463341db8065c95f5bff44,reference,"george went missing from north wales home and turned up in yorkshire . <br> runaway 18-year-old tabby has been reunited with owners after five weeks . <br> they believe he ran off towards caravan park and hitched a 128-mile ride . <br> he was found ` poorly , thin and grumpy ' on julia hill 's doorstep last week . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
10246,http://web.archive.org/web/20150725095257id_/http://www.dailymail.co.uk/femail/article-3051377/Six-weeks-paternity-leave-Wills-ll-send-Kate-crazy-says-Quentin-Letts-reveals-week-children.html,88986569976561383ea226c326cde85c27201ac6,bigbird,Prince William has announced he will be taking six weeks of paternity leave .  <br> The Duchess of Cambridge is expected to give birth in a few days' time .  <br> Quentin Letts says the Prince will be on domestic parade for the next six weeks .,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7777,http://web.archive.org/web/20150724041249id_/http://www.dailymail.co.uk/sciencetech/article-3030308/Could-drinking-Coca-Cola-save-PLANET-Carbon-dioxide-burning-fossil-fuels-used-make-fizzy-drinks-claims-report.html,9342b72795395468a35bb549bdc8a1162b541207,matchsum,"an australian government report suggests that carbon dioxide produced by burning fossil fuels could be captured and used to produce the fizz in cola . <br> many nations are looking into carbon capture and storage ( ccs ) technologies as a way to cut their greenhouse house emissions , of which carbon dioxide plays a large role . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
1930,http://web.archive.org/web/20150413111023id_/http://www.dailymail.co.uk/sport/cricket/article-3034587/Steven-Finn-vows-regain-England-spot-despite-90mph-speed-limit.html,186d2813460cc61cdc5c20b8f560f0ef42eb0222,matchsum,"steven finn believes pace does not matter in his quest to break back into england 's test squad . <br> the middlesex seamer admitted he finds it ` baffling ' he faces criticism for not hitting the highly-prized 90mph mark , vowing to chase an england recall despite missing the west indies tour . <br> finn hit back at those critics who say he should be hitting the 90mph mark with his bowling <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
11296,http://web.archive.org/web/20150804033559id_/http://www.dailymail.co.uk/news/article-3057995/Sturgeon-slams-weak-Miliband-bullied-Tories-Minister-demands-Labour-leader-gets-tougher.html,37fa24ad05baaaf7ad36547e79a6d7270e7fa14c,pointer,"scotland 's first minister said the labour leader had allowed himself to be ' kicked around ' by the tories and called on him to be ' tougher ' and ' bolder ' . <br> polls suggesting no one party will have a majority after may 7 and support for the snp hitting a record high , the conservatives have ramped up warnings about a post-election deal between labour and the scottish nationalists . <br> scotland 's first minister , appearing on newsnight tonight , said the labour leader had allowed himself to be ' kicked around ' by the tories to rule out a coalition deal .",0,0,0,"No, the summary is unclear.",-,5,-1
4824,http://web.archive.org/web/20150623213518id_/http://www.dailymail.co.uk/femail/article-3061573/Now-know-wear-trousers-Party-leaders-wives-sporting-similar-style-run-election.html,f92964d290519a07cb474273e798a1fa2fd92823,pointer,"samantha cameron , justine miliband and miriam clegg proved once more that they are the ones who wear the trousers , in more ways than one . <br> they looked like a pair of lady pilots from the budget deficit airline , ready for their long haul flight to or from the land of austerity .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
859,http://web.archive.org/web/20150624045321id_/http://www.cnn.com/2015/04/08/opinions/sobel-california-drought/,e62d06941331f96b3e686fd9c02e11a35c9dda05,pointer,california gov . <br> jerry brown ordered mandatory statewide restrictions on water use for the first time in the state 's history . <br> his action was driven by a specific crisis unique to california at the moment -- the severe drought now in its fourth year there .,1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
7815,http://web.archive.org/web/20150724043341id_/http://www.dailymail.co.uk/news/peoplesdaily/article-3031739/Watch-dramatic-moment-fireman-grabs-woman-tower-block-ledge-just-tries-push-suicide-bid.html,f90cd5f44dd440fc368023fd821ca9ce66c6cd71,reference,woman threatened to jump off shanghai tower block after being dumped . <br> dangled herself off ledge after police failed to talk her down . <br> fireman xu weiguo climbed out and grabbed her arm just as she was attempting to push herself off . <br>,0,0,0,"No, the summary is unclear.",-,4,-1
1353,http://web.archive.org/web/20150407134332id_/http://www.dailymail.co.uk/news/article-3024714/Duckling-grooms-lamb-s-coat-farm.html,922d5c5e082da055def1b1253ef1fd351769b4d7,pointer,farmer groomed a lamb 's woollen coat in a ' heartwarming sign of trust and friendship ' . <br> the lamb named winter stands very still with its head lowered towards the baby duck . <br> lamb keeps its head lowered as the pecking appears to become slightly more erratic .,0,0,0,"No, the summary is unclear.","Yes, fully attributable.",3,-1
7523,http://web.archive.org/web/20150724014939id_/http://www.dailymail.co.uk/news/article-3045339/Wedding-saved-devastating-hotel-blaze-firefighters-rescued-couple-s-rings-bride-s-gown-ruined-building.html,3e08fd7813ddd0c07031b0c323d1a14160af970c,bigbird,Lauren Halliday and Steven Smith feared they would have to get married in jeans after they were evacuated from the Randolph Hotel .  <br> The 119-bedroom hotel featured in TV’s Inspector Morse .  <br> Seventy firefighters fought the blaze and the damage was expected to run into hundreds of thousands of pounds .,1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
8842,http://web.archive.org/web/20150724140212id_/http://www.dailymail.co.uk/news/article-3047314/Surgeon-general-calls-Elmo-help-vaccination-drive-amid-growing-debate-parents-right-decide.html,7cbdeb643ee253859f346802319d630a8be326af,reference,"surgeon general vivek murthy enlists elmo for pro-vaccine campaign . <br> video sees dr murthy explain to elmo why vaccines are important . <br> released in the wake of recent measles outbreak in north america . <br> started at disneyland in california , and sickened 147 people in the u.s. . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
10817,http://web.archive.org/web/20150728172022id_/http://www.dailymail.co.uk/news/article-3054619/California-17-year-old-went-missing-four-days-survived-high-school-drinking-water-fountains-using-Porta-Potty-eating-campus-s-pineapple-guava-trees.html,f471f6507270beae301b5b09d0fb5d1f22805c47,bigbird,"Connor Sullivan, 17, went missing from Cupertino, California, on Monday .  <br> He returned home Thursday night and told police he spent most of his time at Monta Vista High School, where he eats fruit from the trees .  <br> Teenager said he slept under the bleachers at the school and at a local park .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,3
10536,http://web.archive.org/web/20150726050527id_/http://www.dailymail.co.uk/news/article-3052298/Hospital-bosses-warned-rapist-nurse-s-inappropriate-behaviour-FIVE-YEARS-convicted-23-sex-offences-against-patients.html,99a83b05ef53156df6e40ab7c76b1f2eeb62c5b0,reference,andrew hutchinson raped two women who were under general anaesthetic . <br> the 29-year-old was working as a nurse at john radcliffe hospital oxford . <br> admitted 23 sexual offences last month and is facing jail when sentenced . <br> in 2009 a student nurse complained he had inappropriate photoghraphs . <br> the hospital trust did not think there was sufficient evidence to tell police . <br>,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,2
10517,http://web.archive.org/web/20150726043951id_/http://www.dailymail.co.uk/news/article-3053110/Heartbreaking-horrifying-images-West-African-communities-torn-apart-deadly-Ebola-virus-prize-year-s-Sony-World-Photography-Awards.html,5996f61a21cd0daf622f08b7cf744f7a79016aa7,reference,"getty images photographer john moore received the industry 's top gong last night for his incredible photographs . <br> his pictures show the horror and heartbreak of the deadly ebola virus as it ravaged west africa last year . <br> the expert judging panel said his photographs conveyed the situation with ` heart , compassion and understanding ' . <br> he was named the winner from group of 13 photographers across categories that included landscapes and culture . <br>",1,0,0,"Yes, I understand it.","No, not fully attributable.",5,4
10871,http://web.archive.org/web/20150728181727id_/http://www.dailymail.co.uk/femail/article-3054029/Cheeky-necklace-charm-enables-commoners-predict-future-King-marry-Prince-Harry-Prince-George.html,e37141261ab4b869791fac5d23c9d0f159b5e101,bigbird,"Jet Set Candy's Marry British Royalty Spinner Charm comes in 14K gold vermeil or sterling silver for $198 and $148 .  <br> The charm has a double-sided Wheel of Fortune-style spinner, allowing wearers to predict their fate with one quick spin .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
2220,http://web.archive.org/web/20150415224546id_/http://www.dailymail.co.uk/sport/football/article-3029014/Gregory-van-der-Wiel-reveals-love-Paris-Saint-Germain-refutes-claims-s-considering-summer-transfer-away.html,801763443e6c73e3857039f2223798b2b58bef19,matchsum,the dutchman recently had a falling out with his boss laurent blanc after the decision to drop the full back for the champions league clash against chelsea . <br> gregory van der wiel ( right ) says he 's not interested in leaving paris saint-germain in the summer <br> dani alves ( left ) is being linked with a move to the french champions and van der wiel could be sold <br>,0,0,0,"No, the summary is unclear.",-,4,-1
5273,http://web.archive.org/web/20150721122621id_/http://www.dailymail.co.uk/sciencetech/article-3021243/Mystery-Red-Lady-El-Mir-n-19-000-year-old-bones-stained-sparkling-blood-like-paint-baffle-archaeologists.html,f26cf8373392c7ae82328b6f1f95455528a9cec2,bigbird,"The Red Lady's remains were found in the El Mir <unk>n Cave in Cantabria, Spain .  <br> Radiocarbon dating suggests she was buried 18,700 years ago .  <br> When the remains were first uncovered they were stained with a sparking red material, later found to be red ochre from a haematite crystal .  <br> An engraved stone found near her remains appears to have been a makeshift tombstone .  <br> But the reasons why she was buried in such an elaborate tomb, close to an area where her peers would have lived day-to-day, continues to baffle archaeologists .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
4450,http://web.archive.org/web/20150519204610id_/http://www.dailymail.co.uk/travel/travel_news/article-3060774/The-outrageous-travel-experiences-ultra-wealthy.html,0ce5069444f6a442b379c199a134d4b56d4f555f,matchsum,"to get a glimpse inside this elite - and rarely planned - world , mailonline travel spoke to wedding and event planner sarah haywood , who has helped organise ceremonies and honeymoons for everyone from celebrities to fortune 500 businessmen . <br> victoria hoffman , founder and ceo of the miami-based concierge & events by victoria , tells mailonline travel that some of the most common last-minute request include special access to exclusive events , such as the cannes film festival , the academy awards or tickets to the white house correspondence dinner . <br>",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
8078,http://web.archive.org/web/20150724065453id_/http://www.dailymail.co.uk/news/article-3029818/Former-Hooters-waitress-awarded-250-000-fired-having-unnatural-blonde-highlights.html,eb74852e21d61f5bea60d68979cbf322873178e6,bigbird,Farryn Johnson was fired from a Maryland Hooters in 2013 sued the breastaurant .  <br> She is now set to receive thousands of dollars from an arbitration ruling .  <br> An arbitrator recently ruled in Johnson's favor .,1,1,0,"Yes, I understand it.","Yes, fully attributable.",4,4
3513,http://web.archive.org/web/20150424121223id_/http://www.dailymail.co.uk/sport/cricket/article-3049277/England-claim-West-Indies-openers-short-session-Chris-Jordan-gets-lucky-Devon-Smith-s-dismissal-misses-edge.html,4dd39daa72e81ae7bcd91d15849d1d6af2d30f11,bigbird,"James Anderson had Kraigg Brathwaite caught behind by Ben Stokes .  <br> Devon Smith was next to go, caught behind by Gary Ballance .  <br> The West Indies went to lunch on 36 for two in the second Test .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",3,3
5241,http://web.archive.org/web/20150721105108id_/http://www.dailymail.co.uk/news/article-3022928/British-father-two-leave-Devon-home-fight-Isis-Iraq-jihadis-need-like-ravaged-dogs.html,a3e70569376b928485ae580e20edadeda8257a9a,bigbird,"Steven Costa, 31, plans to head to Iraq next month to fight against ISIS .  <br> The married father-of-two will leave his wife and young children behind .  <br> He has applied for a visa and plans to fly to northern Iraq via Jordan .  <br> Mr Costa will join up with Kurdish fighters and other foreign ex-servicemen .  <br> He said: 'I won't be burnt alive and I certainly won't be beheaded'",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
3210,http://web.archive.org/web/20150422051213id_/http://www.dailymail.co.uk/sport/football/article-3046891/Real-Madrid-need-clear-Barcelona-want-send-youth-players-loan-Pedro-Iker-Casillas-Martin-Odegaard-come-Premier-League.html,5dd9adf4e84a62716e4ced5b47ceeb6e5e5f4cfc,bigbird,Iker Casillas could be tempted to leave Real Madrid if they sign David de Gea .  <br> Fabio Coentrao has struggled for playing time at the Bernabeu .  <br> Martin Montoya is not a long-term replacement for Dani Alves .  <br> Sergi Samper has been earmarked as Barcelona's next Sergio Busquets .,1,0,0,"Yes, I understand it.","No, not fully attributable.",3,2
7144,http://web.archive.org/web/20150723221401id_/http://www.dailymail.co.uk/news/article-3045220/Will-William-miss-birth-Queen-Prince-commemorations-mark-centenary-Gallipoli-Anzac-campaigns-Kate-s-date.html,330ff56db53cd52c65d2ce9219ffb398e6ccbe94,bigbird,"Prince William is due at the Cenotaph on the same day Duchess of Cambridge is due .  <br> Despite the clash, the Duke of Cambridge plans to do 'everything he can'  <br> William is currently training for his new job as an Air Ambulance pilot .",1,1,0,"Yes, I understand it.","Yes, fully attributable.",5,5
